id;name;domain;createdate;hs_canonical_object_id;resolved_canonical_id;is_canonical
7714207612;Cognism Inc;cognism.com;2022-01-21T07:18:47.558000+00:00;;7714207612;1
7775106602;Tampere University;tuni.fi;2022-01-28T10:54:12.879000+00:00;;7775106602;1
7794379831;Joensuun Kaupunki - City Of Joensuu;joensuu.fi;2022-02-01T13:35:16.845000+00:00;;7794379831;1
7794881571;Laatukeskus Excellence Finland Oy;laatukeskus.fi;2022-02-01T15:09:10.946000+00:00;;7794881571;1
7806393151;Lummeco;lummeco.fi;2022-02-02T13:28:17.106000+00:00;;7806393151;1
7819657526;Media Tailor;mediatailor.fi;2022-02-04T07:27:37.126000+00:00;;7819657526;1
7862559657;Norfund;norfund.no;2022-02-08T13:33:08.734000+00:00;;7862559657;1
7888677909;Kuuloverkko Oy Audmet;Kuuloverkko.fi;2022-02-10T08:22:45.365000+00:00;;7888677909;1
7892073822;Kempeleen kunta;kempele.fi;2022-02-10T14:37:10.884000+00:00;;7892073822;1
7930746548;Advance Team Oy;advanceteam.fi;2022-02-16T13:03:02.665000+00:00;;7930746548;1
7950175555;Alupro;alupro.com;2022-02-18T07:15:11.315000+00:00;;7950175555;1
7982106919;Snellmanin Lihanjalostus;snellman.fi;2022-02-22T15:06:35.691000+00:00;;7982106919;1
7982115750;Best-Hall Oy;besthall.com;2022-02-22T15:14:22.465000+00:00;;7982115750;1
7982281742;Koskisen;koskisen.com;2022-02-22T15:33:30.347000+00:00;;7982281742;1
7982384784;AGCO;agcocorp.com;2022-02-22T16:07:19.380000+00:00;;7982384784;1
7989516459;Oy Kaha Ab;kaha.fi;2022-02-23T12:45:57.585000+00:00;;7989516459;1
8138790239;Teollisuusliitto, Teollisuudenvaikuttaja-vaaliliitto;teollisuudenvaikuttajat.fi;2022-03-10T08:34:32.083000+00:00;;8138790239;1
8204789811;Rakentajan Sarokas Oy;sarokas.fi;2022-03-17T08:15:42.974000+00:00;;8204789811;1
